index,series_name,network,imdb,engagement,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_species,monster_real,monster_amount,suspects_amount,arrested,culprit_gender,culprit_amount,motive,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo
406,Warner Home Video,Cartoon Network,6.7,2511.0,2007-08-31,73,Movie,Abominable Snowman,Male,Animal,Ice-Monster,False,1,6,False,Female,1,Competition,1.0,1.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,5.0
421,Warner Home Video,Warner Home Video,6.5,2182.0,2009-04-07,75,Movie,"Black Samurai,Ninjas","Male,Male","Ghost,Disguised","Human,Human",False,2,10,False,"Female,Female,Male",3,Conquer,0.0,1.0,0.0,2.0,3.0,1.0,0.0,12.0,0.0,0.0,3.0
422,Warner Home Video,Cartoon Network,5.3,5805.0,2009-09-13,82,Movie,"Specter,Ezekial Gallows,Prudence Prufrock","Male,Male,Female","Disguised,Undead,Undead","Human,Human,Human",True,3,6,True,Male,1,Treasure,2.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,1.0,2.0,1.0
423,Warner Home Video,Warner Home Video,7.1,2009.0,2010-02-16,76,Movie,"Gryphon,Banshee","Male,Female","Mythical,Mythical","Griffin,Banshee",False,2,6,False,"Male,Male,Male",3,Competition,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0
424,Scooby-Doo Mystery Incorporated,Cartoon Network,7.9,337.0,2010-04-05,23,TV Series,Slime Mutant,Male,Possessed Object,Slime-Monster,False,1,2,True,Male,1,Theft,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
425,Scooby-Doo Mystery Incorporated,Cartoon Network,7.8,304.0,2010-07-19,23,TV Series,"Creeping Creatures,Creeping Creatures,Creeping Creatures","Male,Female,Male","Animal,Animal,Animal","Alligator,Alligator,Alligator",False,3,3,True,"Male,Female,Male",3,Counterfeit,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
426,Scooby-Doo Mystery Incorporated,Cartoon Network,7.7,267.0,2010-07-26,23,TV Series,Ghost Truck,Male,Possessed Object,Truck,False,1,2,True,Male,1,Theft,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
427,Scooby-Doo Mystery Incorporated,Cartoon Network,7.7,255.0,2010-08-02,22,TV Series,Man-Crab,Male,Animal,Crab,False,1,2,True,Male,1,Competition,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
428,Scooby-Doo Mystery Incorporated,Cartoon Network,8.0,254.0,2010-08-09,22,TV Series,"Que Horrifico,Spookified Kids","Male,Male","Ancient,Possessed","Human,Human",False,2,2,True,Female,1,Competition,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Scooby-Doo Mystery Incorporated,Cartoon Network,8.5,263.0,2010-08-16,23,TV Series,Ghost Girl,Female,Ghost,Human,False,1,1,True,Female,1,Competition,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
430,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,256.0,2010-08-23,23,TV Series,Phantom,Male,Ghost,Human,False,1,2,True,Male,1,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431,Scooby-Doo Mystery Incorporated,Cartoon Network,7.8,229.0,2010-08-30,23,TV Series,Gnome,Male,Mythical,Human,False,1,3,True,Male,1,Competition,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
432,Scooby-Doo Mystery Incorporated,Cartoon Network,7.6,221.0,2010-09-07,23,TV Series,"Green Humungonaut,Red Humungonaut","Male,Male","Animal,Animal","Ape,Ape",False,2,3,True,"Male,Male",2,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
433,Warner Home Video,Warner Home Video,7.3,2566.0,2010-09-14,72,Movie,"Woodsman,Fishman,Specter of Shadow Canyon","Male,Male,Female","Undead,Animal,Undead","Human,Fish,Human",False,3,8,True,"Male,Male",2,Treasure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
434,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,235.0,2010-10-04,23,TV Series,Fright Hound,Male,Mechanical,Hound,False,1,3,True,Female,1,Competition,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Scooby-Doo Mystery Incorporated,Cartoon Network,8.1,225.0,2010-10-11,22,TV Series,Vampire,Female,Undead,Human,False,1,3,True,Female,1,Theft,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Scooby-Doo Mystery Incorporated,Cartoon Network,8.4,246.0,2010-10-18,22,TV Series,Char Gar Gothakon,Male,Extraterrestrial,Squid,False,1,5,True,Male,1,Competition,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
437,Scooby-Doo Mystery Incorporated,Cartoon Network,8.0,224.0,2010-10-25,22,TV Series,Cicada Creature,Male,Animal,Cicada,False,1,5,True,Female,1,Preservation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,254.0,2011-05-03,22,TV Series,Lord Infernicus,Male,Undead,Human,False,1,6,False,Male,1,Imagination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Scooby-Doo Mystery Incorporated,Cartoon Network,7.7,221.0,2011-05-10,22,TV Series,Shadowy Orc,Male,Mythical,Orc,False,1,6,True,Male,1,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
441,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,228.0,2011-05-17,21,TV Series,Aphrodite,Female,Mythical,Human,False,1,1,True,Female,1,Competition,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,211.0,2011-05-31,22,TV Series,White Wizard,Male,Magician,Human,False,1,3,True,"Male,Female",2,Theft,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
444,Scooby-Doo Mystery Incorporated,Cartoon Network,8.5,227.0,2011-06-07,22,TV Series,Nightfright,Male,Mythical,Demon,False,1,3,True,Male,1,Competition,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
445,Scooby-Doo Mystery Incorporated,Cartoon Network,8.1,203.0,2011-06-14,23,TV Series,"Fish Freaks,Fish Freaks,Fish Freaks,Fish Freaks","Male,Male,Male,Male","Animal,Animal,Animal,Animal","Fish,Fish,Fish,Fish",False,4,5,True,Male,1,Natural Resource,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
446,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,212.0,2011-06-21,22,TV Series,Manticore,Male,Mythical,Manticore,False,1,3,True,Female,1,Competition,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Scooby-Doo Mystery Incorporated,Cartoon Network,8.1,196.0,2011-06-28,22,TV Series,Headless Horror,Male,Ancient,Jungle-Monster,False,1,3,False,Female,1,Competition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
448,Scooby-Doo Mystery Incorporated,Cartoon Network,8.6,211.0,2011-07-05,22,TV Series,Shadowy Figure,Male,Ghost,Human,False,1,2,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
449,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,194.0,2011-07-12,22,TV Series,Ghost of Dead Justice,Male,Ghost,Human,False,1,3,True,Male,1,Competition,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
450,Scooby-Doo Mystery Incorporated,Cartoon Network,8.8,212.0,2011-07-19,23,TV Series,Obliteratrix,Female,Undead,Human,False,1,3,True,Female,1,Theft,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
451,Scooby-Doo Mystery Incorporated,Cartoon Network,9.2,272.0,2011-07-26,23,TV Series,Freak of Crystal Cove,Male,Ancient,Beast,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
452,Warner Home Video,Warner Home Video,6.8,1899.0,2011-09-06,77,Movie,"Phantosaurs,Velociraptor","Male,Male","Ghost,Ancient","Appalachiosaurus,Velociraptor",False,2,7,True,"Female,Male,Female,Male,Male",5,Natural Resource,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
453,Warner Home Video,Warner Home Video,6.5,1573.0,2012-03-13,78,Movie,Lord Valdronya,Male,Undead,Human,False,1,7,True,"Male,Male",2,Competition,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
454,Warner Home Video,Warner Home Video,6.9,195.0,2012-07-17,23,TV Series,Fortius,Male,Possessed Object,Human,False,1,4,True,Male,1,Competition,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456,Scooby-Doo Mystery Incorporated,Cartoon Network,7.9,187.0,2012-07-31,23,TV Series,"Baba Yaga House,Baba Yaga","Male,Female","Possessed Object,Magician","House,Human",False,2,2,True,Male,1,Smuggling,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Scooby-Doo Mystery Incorporated,Cartoon Network,8.4,197.0,2012-08-01,23,TV Series,Crybaby Clown,Male,Disguised,Human,False,1,2,True,Male,1,Abduction,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0
458,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,192.0,2012-08-02,23,TV Series,Dreamweaver,Male,Magician,Human,False,1,4,True,Male,1,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Scooby-Doo Mystery Incorporated,Cartoon Network,8.4,188.0,2012-08-03,23,TV Series,Hodag of Horror,Male,Animal,Beast,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Scooby-Doo Mystery Incorporated,Cartoon Network,7.7,177.0,2012-08-06,23,TV Series,Junk,Male,Mechanical,Trash,False,1,6,True,Male,1,Competition,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,172.0,2012-08-07,22,TV Series,Graveyard Ghoul,Male,Undead,Human,False,1,5,False,Male,1,Natural Resource,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
462,Scooby-Doo Mystery Incorporated,Cartoon Network,8.3,183.0,2012-08-08,23,TV Series,Dark Lilith,Female,Mythical,Demon,False,1,3,False,Female,1,Treasure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
463,Scooby-Doo Mystery Incorporated,Cartoon Network,8.3,176.0,2012-08-09,23,TV Series,Hebediah Grim,Male,Undead,Human,False,1,3,True,"Male,Male",2,Competition,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Scooby-Doo Mystery Incorporated,Cartoon Network,9.1,202.0,2012-08-10,23,TV Series,Fiend,Male,Mythical,Human,False,1,3,True,Male,1,Competition,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Scooby-Doo Mystery Incorporated,Cartoon Network,8.7,187.0,2012-08-13,22,TV Series,"Kriegstaffebot,Ghost of Abigail Gluck","Male,Female","Mechanical,Ghost","Robot,Human",True,2,2,True,Male,1,Theft,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,Scooby-Doo Mystery Incorporated,Cartoon Network,8.2,169.0,2012-08-14,23,TV Series,Scarebear,Male,Animal,Bear,False,1,2,False,Male,1,Preservation,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Scooby-Doo Mystery Incorporated,Cartoon Network,8.9,207.0,2012-08-15,22,TV Series,Krampus,Male,Mythical,Krampus,False,1,1,True,"Male,Female,Female,Male,Male,Male,Female,Female,Male,Male,Female",11,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Scooby-Doo Mystery Incorporated,Cartoon Network,7.6,174.0,2012-08-16,22,TV Series,Dragon,Male,Mechanical,Dragon,False,1,0,False,"Male,Female",2,Theft,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
469,Scooby-Doo Mystery Incorporated,Cartoon Network,8.6,180.0,2012-08-17,22,TV Series,Mummy of Friar Serra,Male,Undead,Human,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
470,Warner Home Video,Warner Home Video,6.9,1442.0,2012-10-09,80,Movie,"Werewolf,Werewolf,Werewolf,Werewolf","Male,Male,Male,Male","Animal,Animal,Animal,Animal","Human,Human,Human,Human",False,4,9,True,"Male,Male",2,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
471,Warner Home Video,Warner Home Video,7.0,392.0,2012-10-16,23,TV Series,Sinister Snowman,Male,Possessed Object,Snow-Man,False,1,5,True,Male,1,Competition,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
472,Warner Home Video,Warner Home Video,6.8,1485.0,2013-02-26,76,Movie,Mr. Hyde,Male,Super-Villain,Human,False,1,8,True,Male,1,Competition,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
473,Scooby-Doo Mystery Incorporated,Cartoon Network,8.0,172.0,2013-03-25,22,TV Series,"Grey Alien,Reptiod,Nordic Alien","Male,Male,Female","Extraterrestrial,Animal,Extraterrestrial","Alien,Reptile,Alien",False,3,0,True,"Male,Male,Female",3,Theft,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
474,Scooby-Doo Mystery Incorporated,Cartoon Network,8.3,167.0,2013-03-25,22,TV Series,"Skull Cattles,Skull Cattle Queen","Male,Female","Undead,Undead","Bull,Bull",False,2,4,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Scooby-Doo Mystery Incorporated,Cartoon Network,8.0,180.0,2013-03-26,22,TV Series,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Human,Human,Human,Human",False,4,2,True,"Male,Male,Male,Male",4,Competition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
476,Scooby-Doo Mystery Incorporated,Cartoon Network,7.8,166.0,2013-03-27,23,TV Series,Gluton Demon,Male,Mythical,Demon,False,1,3,True,Female,1,Competition,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
477,Scooby-Doo Mystery Incorporated,Cartoon Network,8.3,171.0,2013-03-28,22,TV Series,Dandy Highwayman,Male,Disguised,Human,False,1,2,True,Male,1,Competition,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Scooby-Doo Mystery Incorporated,Cartoon Network,8.9,176.0,2013-03-29,22,TV Series,"Evil Fred,Evil Daphnie","Male,Female","Disguised,Disguised","Human,Human",False,2,0,True,"Male,Female",2,Theft,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
479,Scooby-Doo Mystery Incorporated,Cartoon Network,8.9,187.0,2013-04-02,23,TV Series,Monstrous Freak,Male,Animal,Beast,False,1,2,True,Male,1,Preservation,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Scooby-Doo Mystery Incorporated,Cartoon Network,8.4,165.0,2013-04-03,22,TV Series,Priestess,Female,Magician,Human,False,1,2,True,Male,1,Competition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
481,Scooby-Doo Mystery Incorporated,Cartoon Network,8.7,169.0,2013-04-04,23,TV Series,Kriegstaffebot,Male,Mechanical,Robot,False,1,1,False,Male,1,Treasure,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
484,Warner Home Video,Warner Home Video,5.1,294.0,2013-07-23,45,Movie,"Ye Phantom Parrot,Ghost of Gnarlybeard","Male,Male","Animal,Undead","Bird,Human",False,2,5,True,"Male,Female",2,Treasure,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,4.0
485,Warner Home Video,Warner Home Video,7.1,1380.0,2013-08-20,78,Movie,Phantom,Male,Ghost,Human,False,1,19,True,"Male,Male,Male,Male,Male",5,Theft,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
486,Warner Home Video,Warner Home Video,7.3,403.0,2013-09-10,23,TV Series,Cornfield Clem,Male,Possessed Object,Scarecrow,False,1,9,True,Male,1,Theft,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
487,Warner Home Video,Warner Home Video,6.5,242.0,2013-09-24,23,TV Series,Mecha Mutt,Male,Mechanical,Hound,False,1,4,True,Female,1,Competition,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
488,Warner Home Video,Warner Home Video,6.3,2825.0,2014-03-25,84,Movie,Ghost Bear,Male,Ghost,Bear,False,1,9,True,Male,1,Competition,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0
489,Warner Home Video,Warner Home Video,6.6,216.0,2014-05-13,22,TV Series,Eshu,Male,Animal,Beast,False,1,5,True,Male,1,Theft,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
490,Warner Home Video,Warner Home Video,6.7,1541.0,2014-08-19,74,Movie,"Ghost of the Baron,Frankencreep","Male,Male","Ghost,Undead","Human,Chimera",False,2,6,True,"Male,Female,Male,Female",4,Competition,0.0,0.0,0.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
491,Warner Home Video,Warner Home Video,6.5,1269.0,2015-02-17,80,Movie,Alien,Male,Extraterrestrial,Alien,False,1,8,True,Female,1,Competition,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
492,Warner Home Video,Warner Home Video,7.1,188.0,2015-05-05,22,TV Series,Sea Monster,Male,Possessed Object,Water,False,1,4,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
493,Warner Home Video,Warner Home Video,6.5,1891.0,2015-07-21,79,Movie,"Witch,KISS Monsters,Harpies,The Destroyer","Female,Male,Female,Male","Magician,Possessed Object,Mythical,Demon","Human,Human,Harpy,Demon",True,4,6,True,Female,1,Theft,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
494,"Be Cool, Scooby-Doo!",Cartoon Network,7.9,122.0,2015-10-05,22,TV Series,Ghost of Elias Kingston,Male,Ghost,Human,False,1,3,True,"Male,Male",2,Competition,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,"Be Cool, Scooby-Doo!",Cartoon Network,7.2,102.0,2015-10-06,22,TV Series,Spirit of the Zatari Warrior,Male,Ancient,Human,False,1,3,True,Male,1,Treasure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
496,"Be Cool, Scooby-Doo!",Cartoon Network,7.4,101.0,2015-10-07,22,TV Series,"Sea Creature,Sea Creature","Male,Male","Animal,Animal","Sea-Monster,Sea-Monster",False,2,4,True,"Male,Female",2,Treasure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
497,"Be Cool, Scooby-Doo!",Cartoon Network,7.3,85.0,2015-10-08,22,TV Series,Gargoyle,Male,Possessed Object,Gargoyle,False,1,4,True,Female,1,Competition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
498,"Be Cool, Scooby-Doo!",Cartoon Network,7.3,78.0,2015-10-09,22,TV Series,Ghost of Chip Braverton,Male,Ghost,Human,False,1,3,True,Male,1,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,"Be Cool, Scooby-Doo!",Cartoon Network,7.6,80.0,2015-10-12,22,TV Series,Sobek,Male,Mythical,Crocodile,False,1,3,True,Female,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,"Be Cool, Scooby-Doo!",Cartoon Network,7.5,84.0,2015-10-15,22,TV Series,Crystal Crawler,Male,Animal,Cave-Monster,False,1,2,True,Male,1,Competition,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
501,"Be Cool, Scooby-Doo!",Cartoon Network,8.2,88.0,2015-10-19,22,TV Series,Headless Count,Male,Undead,Human,False,1,5,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,"Be Cool, Scooby-Doo!",Cartoon Network,7.4,72.0,2015-10-20,22,TV Series,Ghost of the Prima Donna,Female,Ghost,Human,False,1,4,True,Male,1,Competition,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
503,"Be Cool, Scooby-Doo!",Cartoon Network,7.5,75.0,2015-10-21,22,TV Series,Yeti,Male,Animal,Yeti,False,1,3,True,Male,1,Competition,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
504,"Be Cool, Scooby-Doo!",Cartoon Network,7.5,72.0,2015-10-22,22,TV Series,Butler 3000,Male,Mechanical,Robot,False,1,3,True,Female,1,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
505,"Be Cool, Scooby-Doo!",Cartoon Network,7.4,71.0,2015-10-23,22,TV Series,Alien,Male,Extraterrestrial,Alien,False,1,2,True,Male,1,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
506,"Be Cool, Scooby-Doo!",Cartoon Network,7.5,81.0,2015-10-28,22,TV Series,Phantom,Male,Ghost,Human,False,1,4,True,"Female,Female",2,Inheritance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Lego,Cartoon Network,6.6,288.0,2015-11-25,22,TV Series,Black Knight,Male,Possessed Object,Object,False,1,6,True,Male,1,Treasure,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
508,"Be Cool, Scooby-Doo!",Cartoon Network,7.4,75.0,2015-12-05,22,TV Series,Pterodactyl,Male,Ancient,Pterodactyl,False,1,4,True,"Male,Male",2,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
509,"Be Cool, Scooby-Doo!",Cartoon Network,7.7,72.0,2015-12-10,24,TV Series,Ghost of Stealin' Stan,Male,Ghost,Human,False,1,2,False,Male,1,Theft,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
510,"Be Cool, Scooby-Doo!",Cartoon Network,7.8,66.0,2016-02-13,22,TV Series,Gremlin,Male,Mythical,Gremlin,False,1,3,True,Male,1,Competition,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
511,"Be Cool, Scooby-Doo!",Cartoon Network,7.9,67.0,2016-02-20,22,TV Series,Sorcerer,Male,Magician,Human,False,1,4,True,Male,1,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
512,"Be Cool, Scooby-Doo!",Cartoon Network,8.2,67.0,2016-02-27,22,TV Series,Swamp Monster,Male,Plant,Swamp-Monster,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
513,"Be Cool, Scooby-Doo!",Cartoon Network,7.5,63.0,2016-03-05,22,TV Series,Snow Monster,Male,Possessed Object,Snow-Man,False,1,3,True,Female,1,Preservation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
514,Lego,Warner Home Video,5.9,1144.0,2016-03-10,74,Movie,"Headless Horseman,Mummy,Zombie","Male,Male,Male","Undead,Undead,Undead","Human,Human,Human",False,3,5,True,"Male,Male",2,Competition,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
515,"Be Cool, Scooby-Doo!",Cartoon Network,7.4,58.0,2016-03-12,22,TV Series,Giant,Male,Mythical,Cyclops,False,1,3,True,Male,1,Competition,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,"Be Cool, Scooby-Doo!",Boomerang,7.4,54.0,2016-03-23,22,TV Series,"Scarecrow,Scarecrow","Male,Male","Possessed Object,Possessed Object","Scarecrow,Scarecrow",False,2,4,False,"Male,Male",2,Natural Resource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
517,Warner Home Video,Warner Home Video,6.2,1179.0,2016-08-09,81,Movie,Inferno,Male,Undead,Demon,False,1,20,True,"Male,Female",2,Competition,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
518,Warner Home Video,Warner Home Video,6.8,1120.0,2017-02-14,80,Movie,Ghost of Dapper Jack Rogers,Male,Ghost,Human,False,1,15,True,"Male,Male",2,Theft,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
519,"Be Cool, Scooby-Doo!",Boomerang,7.2,58.0,2017-06-20,22,TV Series,Ghost of the Cliff Bride,Female,Undead,Human,False,1,4,False,"Female,Female",2,Competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,"Be Cool, Scooby-Doo!",Boomerang,7.6,52.0,2017-06-20,22,TV Series,Spirit of El Bandito,Male,Undead,Human,False,1,3,True,Male,1,Treasure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,"Be Cool, Scooby-Doo!",Boomerang,7.2,50.0,2017-06-20,22,TV Series,Madcap the Killer Clown,Male,Disguised,Human,False,1,4,True,Male,1,Competition,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
522,"Be Cool, Scooby-Doo!",Boomerang,7.3,48.0,2017-06-20,22,TV Series,"Viking Ghosts,Viking Ghosts,Viking Ghosts","Male,Male,Male","Ghost,Ghost,Ghost","Human,Human,Human",False,3,6,True,"Male,Female,Male",3,Natural Resource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
523,"Be Cool, Scooby-Doo!",Boomerang,7.7,50.0,2017-06-20,22,TV Series,Toxic Mutant,Male,Undead,Human,False,1,3,True,Male,1,Theft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
