index,gender,medal,athlete,abb,type,year
19203,Men,Gold,ESHAGHI Ali,IRI,Volleyball,2000
19204,Men,Gold,FIROUZI Parviz,IRI,Volleyball,2000
19205,Men,Gold,GOLKAR AZGHANDI Ali,IRI,Volleyball,2000
19206,Men,Gold,KASHIFA Ali,IRI,Volleyball,2000
19207,Men,Gold,PEIDAYESH Reza,IRI,Volleyball,2000
19208,Men,Gold,RAHIMI Mohammad Reza,IRI,Volleyball,2000
19209,Men,Gold,SALAVATIAN Aliakbar,IRI,Volleyball,2000
19210,Men,Gold,SOLEIMANIKHORAMDASHT Majid,IRI,Volleyball,2000
19211,Men,Gold,ZIRAHI Isa,IRI,Volleyball,2000
19212,Men,Silver,ALIC Nevzet,BIH,Volleyball,2000
19213,Men,Silver,CAUSEVIC Fikret,BIH,Volleyball,2000
19214,Men,Silver,CISIJA Abid,BIH,Volleyball,2000
19215,Men,Silver,DELALIC Sabahudin,BIH,Volleyball,2000
19216,Men,Silver,GODINJAK Ismet,BIH,Volleyball,2000
19217,Men,Silver,HAMZIC Dzevad,BIH,Volleyball,2000
19218,Men,Silver,IBRAKOVIC Edin,BIH,Volleyball,2000
19219,Men,Silver,MAHMIC Zikret,BIH,Volleyball,2000
19220,Men,Silver,MANKO Adnan,BIH,Volleyball,2000
19221,Men,Silver,MEDIC Asim,BIH,Volleyball,2000
19222,Men,Silver,NUHANOVIC Sefko,BIH,Volleyball,2000
19223,Men,Silver,SALKIC Nedzad,BIH,Volleyball,2000
19224,Men,Bronze,HANNINEN Keijo,FIN,Volleyball,2000
19225,Men,Bronze,HEINO Jari,FIN,Volleyball,2000
19226,Men,Bronze,KAPIAINEN Petri,FIN,Volleyball,2000
19227,Men,Bronze,LAINE Jukka,FIN,Volleyball,2000
19228,Men,Bronze,MELANEN Lauri,FIN,Volleyball,2000
19229,Men,Bronze,PULLI Matti,FIN,Volleyball,2000
19230,Men,Bronze,PYNNONEN Allan,FIN,Volleyball,2000
19231,Men,Bronze,TERVO Sami,FIN,Volleyball,2000
19232,Men,Bronze,TUOMINEN Veli-Matti,FIN,Volleyball,2000
19233,Men,Bronze,VENALAINEN Olavi,FIN,Volleyball,2000
19234,Men,Bronze,VISTBACKA Aulis,FIN,Volleyball,2000
19235,Men,Gold,ALTMANN Jens,GER,Volleyball,2000
19236,Men,Gold,DRABOLD Stefan,GER,Volleyball,2000
19237,Men,Gold,GRGIC Pavo,GER,Volleyball,2000
19238,Men,Gold,GUTFLEISCH Oliver,GER,Volleyball,2000
19239,Men,Gold,HAGER Timo,GER,Volleyball,2000
19240,Men,Gold,HEINRICH Bernd,GER,Volleyball,2000
19241,Men,Gold,KOHL Manfred,GER,Volleyball,2000
19242,Men,Gold,MUELLER Oliver,GER,Volleyball,2000
19243,Men,Gold,SCHMIDL Bernard,GER,Volleyball,2000
19244,Men,Gold,SOMMER Elmar,GER,Volleyball,2000
19245,Men,Gold,VOLKLAND Daniel,GER,Volleyball,2000
19246,Men,Gold,WARDA Marian,GER,Volleyball,2000
19247,Men,Silver,BARTHOLDY Mikael,CAN,Volleyball,2000
19248,Men,Silver,EPP Wayne,CAN,Volleyball,2000
19249,Men,Silver,FLYNN Lawrence,CAN,Volleyball,2000
19250,Men,Silver,HAMMOND Geoff,CAN,Volleyball,2000
19251,Men,Silver,JOHNSON Neil,CAN,Volleyball,2000
19252,Men,Silver,MATTHEWS Larry,CAN,Volleyball,2000
19253,Men,Silver,MIGCHELS Jason,CAN,Volleyball,2000
19254,Men,Silver,PRZYBYSZEWSKI John,CAN,Volleyball,2000
19255,Men,Silver,QUARIN Tony,CAN,Volleyball,2000
19256,Men,Silver,REBELO Jose,CAN,Volleyball,2000
19257,Men,Silver,RODWAY Chris,CAN,Volleyball,2000
19258,Men,Silver,STABNER Joey,CAN,Volleyball,2000
19259,Men,Bronze,MESZAROS Peter,SVK,Volleyball,2000
19260,Men,Bronze,KOSIREL Juraj,SVK,Volleyball,2000
19261,Men,Bronze,KOVAC Richard,SVK,Volleyball,2000
19262,Men,Bronze,MAKOVNIK Jaroslav,SVK,Volleyball,2000
19263,Men,Bronze,MARCIN Andrej,SVK,Volleyball,2000
19264,Men,Bronze,MIHALCO Josef,SVK,Volleyball,2000
19265,Men,Bronze,MORAVCIK Peter,SVK,Volleyball,2000
19266,Men,Bronze,NADASKY Peter,SVK,Volleyball,2000
19267,Men,Bronze,NOVOSAD Lubomir,SVK,Volleyball,2000
19268,Men,Bronze,PAVLACIC Pavol,SVK,Volleyball,2000
19269,Men,Bronze,SEDLAK Pavol,SVK,Volleyball,2000
19270,Men,Bronze,TOMSIK Marek,SVK,Volleyball,2000
19271,Men,Gold,ALIBASIC Safet,BIH,Volleyball,2004
19272,Men,Gold,CAUSEVIC Fikret,BIH,Volleyball,2004
19273,Men,Gold,DELALIC Sabahudin,BIH,Volleyball,2004
19274,Men,Gold,DURMISEVIC Esad,BIH,Volleyball,2004
19275,Men,Gold,GODINJAK Ismet,BIH,Volleyball,2004
19276,Men,Gold,HAMZIC Dzevad,BIH,Volleyball,2004
19277,Men,Gold,JUSUFOVIC Ermin,BIH,Volleyball,2004
19278,Men,Gold,MAHMIC Zikret,BIH,Volleyball,2004
19279,Men,Gold,MANKO Adnan,BIH,Volleyball,2004
19280,Men,Gold,MEDIC Asim,BIH,Volleyball,2004
19281,Men,Gold,MEHMEDOVIC Ejub,BIH,Volleyball,2004
19282,Men,Gold,SALKIC Nedzad,BIH,Volleyball,2004
19283,Men,Silver,ALIPOURIAN Davoud,IRI,Volleyball,2004
19284,Men,Silver,BEIGDELI Sadegh,IRI,Volleyball,2004
19285,Men,Silver,EBRAHIMI BALADEZAEI Seyed Saeid,IRI,Volleyball,2004
19286,Men,Silver,EIMERI Jalil,IRI,Volleyball,2004
19287,Men,Silver,GOLKAR AZGHANDI Ali,IRI,Volleyball,2004
19288,Men,Silver,HAMID ZADEH Mahdi,IRI,Volleyball,2004
19289,Men,Silver,HASSAN POUR ALINAZARI Naser,IRI,Volleyball,2004
19290,Men,Silver,RAHIMI Mohammad Reza,IRI,Volleyball,2004
19291,Men,Silver,SALEHI HAJIKOLAEI Ramzan,IRI,Volleyball,2004
19292,Men,Silver,ZIRAHI Isa,IRI,Volleyball,2004
19293,Men,Bronze,ABD ELAAL Abd Elaal,EGY,Volleyball,2004
19294,Men,Bronze,ABDALLA Ashraf,EGY,Volleyball,2004
19295,Men,Bronze,ABDELLATIF Abdelnaby,EGY,Volleyball,2004
19296,Men,Bronze,ABOU ELYAZID Mohamed,EGY,Volleyball,2004
19297,Men,Bronze,AWAD Tamer,EGY,Volleyball,2004
19298,Men,Bronze,EL BAHAEY Taher,EGY,Volleyball,2004
19299,Men,Bronze,EL HELBAWI Rezk,EGY,Volleyball,2004
19300,Men,Bronze,ELSHWIKH Hesham,EGY,Volleyball,2004
19301,Men,Bronze,EMARA Mohamed,EGY,Volleyball,2004
19302,Men,Bronze,HASSANEIN Salah,EGY,Volleyball,2004
19303,Men,Bronze,IBRAHIM Yassir,EGY,Volleyball,2004
19304,Men,Bronze,MASSOUD Hossam,EGY,Volleyball,2004
19305,Women,Gold,CHEN Yu Ping,CHN,Volleyball,2004
19306,Women,Gold,GONG Bin,CHN,Volleyball,2004
19307,Women,Gold,LI Liping,CHN,Volleyball,2004
19308,Women,Gold,LU Hongqin,CHN,Volleyball,2004
19309,Women,Gold,SHENG Yuhong,CHN,Volleyball,2004
19310,Women,Gold,TAN Yanhua,CHN,Volleyball,2004
19311,Women,Gold,XUE Jun,CHN,Volleyball,2004
19312,Women,Gold,YANG Yan Ling,CHN,Volleyball,2004
19313,Women,Gold,ZHANG Xufei,CHN,Volleyball,2004
19314,Women,Gold,ZHAO Jin Qiu,CHN,Volleyball,2004
19315,Women,Gold,ZHONG Haihong,CHN,Volleyball,2004
19316,Women,Gold,ZHENG Xiongying,CHN,Volleyball,2004
19317,Women,Silver,ADEMA SALAGTER Aletta,NED,Volleyball,2004
19318,Women,Silver,BONS Monique,NED,Volleyball,2004
19319,Women,Silver,DEN HAAN Anneke,NED,Volleyball,2004
19320,Women,Silver,HARMSEN Karin,NED,Volleyball,2004
19321,Women,Silver,LIST Paula,NED,Volleyball,2004
19322,Women,Silver,POIESZ Maria,NED,Volleyball,2004
19323,Women,Silver,ROEST Marijke,NED,Volleyball,2004
19324,Women,Silver,SLENTER Jolanda,NED,Volleyball,2004
19325,Women,Silver,TEN THIJE Alberta,NED,Volleyball,2004
19326,Women,Silver,VAN MARUM Djoke,NED,Volleyball,2004
19327,Women,Silver,VERWER Els,NED,Volleyball,2004
19328,Women,Silver,WESTERHOF Petra,NED,Volleyball,2004
19329,Women,Bronze,AHLFELDT Allison,USA,Volleyball,2004
19330,Women,Bronze,ALDRICH Allison,USA,Volleyball,2004
19331,Women,Bronze,BRAWNER Bonnie,USA,Volleyball,2004
19332,Women,Bronze,DANIELS Lori,USA,Volleyball,2004
19333,Women,Bronze,LANCASTIER Kendra,USA,Volleyball,2004
19334,Women,Bronze,LEWELLEN Hope,USA,Volleyball,2004
19335,Women,Bronze,MAYMON Brenda,USA,Volleyball,2004
19336,Women,Bronze,MCWILLIAMS Gina,USA,Volleyball,2004
19337,Women,Bronze,MOYERS Erica,USA,Volleyball,2004
19338,Women,Bronze,RICKER Penny,USA,Volleyball,2004
19339,Women,Bronze,VOSLER Deborah,USA,Volleyball,2004
19340,Women,Bronze,WEBSTER Lora,USA,Volleyball,2004
19341,Men,Gold,ALIPOURIAN Davoud,IRI,Volleyball,2008
19342,Men,Gold,BIGDELI Sadegh,IRI,Volleyball,2008
19343,Men,Gold,EBRAHIMI BALADEZAEI Seyed Saeid,IRI,Volleyball,2008
19344,Men,Gold,EIMERY Jalil,IRI,Volleyball,2008
19345,Men,Gold,HAMID ZAGEH Mahdi,IRI,Volleyball,2008
19346,Men,Gold,HOSSEINI FAR Seyed Mohammad,IRI,Volleyball,2008
19347,Men,Gold,KHALEGHI Mohammad,IRI,Volleyball,2008
19348,Men,Gold,PEIDAYESH Reza,IRI,Volleyball,2008
19349,Men,Gold,RAHIMI Mohammad Reza,IRI,Volleyball,2008
19350,Men,Gold,SALEHI HAJIKOLAEI Ramzan,IRI,Volleyball,2008
19351,Men,Gold,ZIRAHI Isa,IRI,Volleyball,2008
19352,Men,Gold,HASSANPOUR ALINAZARI Naser,IRI,Volleyball,2008
19353,Men,Silver,ALIBASIC Safet,BIH,Volleyball,2008
19354,Men,Silver,DELALIC Sabahudin,BIH,Volleyball,2008
19355,Men,Silver,DURAN Mirzet,BIH,Volleyball,2008
19356,Men,Silver,DURMISEVIC Esad,BIH,Volleyball,2008
19357,Men,Silver,GODINJAK Ismet,BIH,Volleyball,2008
19358,Men,Silver,HAMZIC Dzevad,BIH,Volleyball,2008
19359,Men,Silver,JUSUFOVIC Ermin,BIH,Volleyball,2008
19360,Men,Silver,JUSUFOVIC Hidaet,BIH,Volleyball,2008
19361,Men,Silver,MAHMIC Zikret,BIH,Volleyball,2008
19362,Men,Silver,MANKO Adnan,BIH,Volleyball,2008
19363,Men,Silver,MEDIC Asim,BIH,Volleyball,2008
19364,Men,Silver,MEHMEDOVIC Ejub,BIH,Volleyball,2008
19365,Men,Bronze,BAYCHIK Alexander,RUS,Volleyball,2008
19366,Men,Bronze,BUKIN Tanatkan,RUS,Volleyball,2008
19367,Men,Bronze,GORDIYENKO Dmitriy,RUS,Volleyball,2008
19368,Men,Bronze,KUZOVNIKOV Evgeny,RUS,Volleyball,2008
19369,Men,Bronze,LAVRINOVICH Andrey,RUS,Volleyball,2008
19370,Men,Bronze,MILENIN Viktor,RUS,Volleyball,2008
19371,Men,Bronze,POZDEEV Sergey,RUS,Volleyball,2008
19372,Men,Bronze,SAVICHEV Alexander,RUS,Volleyball,2008
19373,Men,Bronze,TIMCHENKO Maksim,RUS,Volleyball,2008
19374,Men,Bronze,UPOROV Sergey,RUS,Volleyball,2008
